web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,detail,nombre_chambre,nombre_salle_bain,superficie,adresse,ville,prix,image_link-src
"1707688378-1","https://www.expat-dakar.com/appartements-a-louer?page=10","2 CHAMBRES A LOUER NGOR-ALMADIES
2 chambre100 m²
Ngor,
Dakar

mardi, 11:39

500 000 F Cfa

785393382

775452867","https://www.expat-dakar.com/annonce/2-chambres-a-louer-ngor-almadies-5936469","2 CHAMBRES A LOUER NGOR-ALMADIES","2","2","Niveaux disponibles : 1er, 3ème, 4ème étage.","Ngor","Dakar","500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/87a3b09cb7417e13d396d5586ff0588e/-/horizon-files-prod/ed/picture/q0gw8zdz/27bb8ab813a81c0bfc835a35cd4ffcf5c8924f17.jpg"
"1707688381-2","https://www.expat-dakar.com/appartements-a-louer?page=10","Appartement meublé F4 à louer au virage
3 chambre150 m²
Virage,
Dakar

mardi, 16:20

1 200 000 F Cfa

773519884","https://www.expat-dakar.com/annonce/appartement-meuble-f4-a-louer-au-virage-5870063","Appartement meublé F4 à louer au virage","3","3","","Virage","Dakar","1 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2941a84104ddeed5ad151d51f1492249/-/horizon-files-prod/ed/picture/q56x69p6/85e710d7797ba8d67396da79b0cc799e672e44b1.jpg"
"1707688383-3","https://www.expat-dakar.com/appartements-a-louer?page=10","Allmadies zone de recasment
2 chambre190 m²
Almadies,
Dakar

mardi, 12:21

Vendeur vérifié

350 000 F Cfa

781156032","https://www.expat-dakar.com/annonce/allmadies-zone-de-recasment-5991697","Allmadies zone de recasment","2","3","","Almadies","Dakar","350 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9551092fbf97031a94119cd16d4618d3/-/horizon-files-prod/ed/picture/q448q9mz/399612bb0340776b092c840feb2665694d7e8db9.jpg"
"1707688386-4","https://www.expat-dakar.com/appartements-a-louer?page=10","Allmadies zone de recasment
1 chambre150 m²
Almadies,
Dakar

mardi, 12:22

Vendeur vérifié

260 000 F Cfa

781156032","https://www.expat-dakar.com/annonce/allmadies-zone-de-recasment-5991694","Allmadies zone de recasment","1","2","","Almadies","Dakar","260 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f8ed72ea9ae2455d12ab427e2dff0295/-/horizon-files-prod/ed/picture/qwe25x86/39d43c2169ab2932505ee323eec15c214ca498c4.jpg"
"1707688388-5","https://www.expat-dakar.com/appartements-a-louer?page=10","Duplex à louer almadies
3 chambre250 m²
Almadies,
Dakar

mardi, 12:33

1 800 000 F Cfa

775597743","https://www.expat-dakar.com/annonce/duplex-a-louer-almadies-5995824","Duplex à louer almadies","3","5","","Almadies","Dakar","1 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3208c67ba2f74b9a4893d3af9d14c02b/-/horizon-files-prod/ed/picture/qv4e0p4x/bbae97d30285e37b5630e9009a86993e90f6bf36.jpg"
"1707688390-6","https://www.expat-dakar.com/appartements-a-louer?page=10","Appartement standing à Ouakam. Non loin du Monument
2 chambre
Mamelles,
Dakar

mardi, 12:35

280 000 F Cfa

778727979

766377247

772699661","https://www.expat-dakar.com/annonce/appartement-standing-a-ouakam-non-loin-du-monument-5998029","Appartement standing à Ouakam. Non loin du Monument","2","3","","Mamelles","Dakar","280 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/490950ca843d2eeec2a7bfa079a9a5ca/-/horizon-files-prod/ed/picture/qq47k9kn/c3f1b607a483b0b9f40965bbd6230d8e5fcbdb83.jpg"
"1707688393-7","https://www.expat-dakar.com/appartements-a-louer?page=10","Appartement à louer à Virage
3 chambre200 m²
Virage,
Dakar

mardi, 12:37

1 500 000 F Cfa

775597743","https://www.expat-dakar.com/annonce/appartement-a-louer-a-virage-2725272","Appartement à louer à Virage","3","5","","Virage","Dakar","1 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e17080e46f1f5ff07b6327d753a3f346/-/horizon-files-prod/ed/picture/migrated/q8pn7w6/8991891d0653831f9b29a418a9459ea7473e3708.jpg"
"1707688395-8","https://www.expat-dakar.com/appartements-a-louer?page=10","Appartement neuf à louer almadies
100 m²
Almadies,
Dakar

mardi, 12:38

550 000 F Cfa

775597743","https://www.expat-dakar.com/annonce/appartement-neuf-a-louer-almadies-5992890","Appartement neuf à louer almadies","","3","","Almadies","Dakar","550 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7e0545666d25e52caf134c321d2d06c9/-/horizon-files-prod/ed/picture/qv4e58mp/852fa3e0709c524cb38e33b8fa30dcfa528b803c.jpg"
"1707688398-9","https://www.expat-dakar.com/appartements-a-louer?page=10","Appartement à louer vdn 1 ère position
4 chambre
Sacré-cœur,
Dakar

mardi, 12:39

650 000 F Cfa

777457269","https://www.expat-dakar.com/annonce/appartement-a-louer-vdn-1-ere-position-5895931","Appartement à louer vdn 1 ère position","4","","","Sacré-cœur","Dakar","650 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2358a11e8a6de684bd561ce1b3c02518/-/horizon-files-prod/ed/picture/q44889wz/207d280dd936bd35e3bcee5de39975c6406e71a8.jpg"
"1707688400-10","https://www.expat-dakar.com/appartements-a-louer?page=10","MINI-STUDIO A LOUER
1 chambre
Ouest foire,
Dakar

mardi, 12:42

120 000 F Cfa

777457269","https://www.expat-dakar.com/annonce/mini-studio-a-louer-5890062","MINI-STUDIO A LOUER","1","2","","Ouest foire","Dakar","120 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b3dd7b82a4c063e889b1a1cb4ea4933a/-/horizon-files-prod/ed/picture/qdekkkjw/2e0f8c4a1af16e5facfdcdb6d159381840b25afe.png"
"1707688403-11","https://www.expat-dakar.com/appartements-a-louer?page=10","VIP

Appartements KALIA - Zone de captage
3 chambre100 m²
Zone de captage,
Dakar

mercredi, 08:30

450 000 F Cfa

771965618","https://www.expat-dakar.com/annonce/appartements-kalia-zone-de-captage-5456686","Appartements KALIA - Zone de captage","3","2","Immeuble neuf construit par KALIA :","Zone de captage","Dakar","450 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b8fe73aa8ca079300f3aef41d8fdab01/-/horizon-files-prod/ed/picture/qenn92qv/7b12e121b282de642466c98eda5d0022dd12a1ff.jpg"
"1707688408-12","https://www.expat-dakar.com/appartements-a-louer?page=9","Appartements à louer à la cité Aquanique Yoff Virage
4 chambre
Yoff,
Dakar

mardi, 13:55

1 500 000 F Cfa

774586048","https://www.expat-dakar.com/annonce/appartements-a-louer-a-la-cite-aquanique-yoff-virage-5951016","Appartements à louer à la cité Aquanique Yoff Virage","4","","","Yoff","Dakar","1 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6f9240e8b901df010660836fe2a2fbdc/-/horizon-files-prod/ed/picture/qpd6jz24/b489a8ec21ec56b850e485d799ee97823cbe0623.jpg"
"1707688411-13","https://www.expat-dakar.com/appartements-a-louer?page=9","Studio neuf à louer sud foire
1 chambre80 m²
Sud foire,
Dakar

mardi, 15:54

200 000 F Cfa

776576626

772317210

779242728","https://www.expat-dakar.com/annonce/studio-neuf-a-louer-sud-foire-5990563","Studio neuf à louer sud foire","1","1","","Sud foire","Dakar","200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9130c3168d298320a4a37e0366689878/-/horizon-files-prod/ed/picture/q56x82dr/a8fe5b431bf4128a5f604716d90bdd5c26a0e302.jpg"
"1707688413-14","https://www.expat-dakar.com/appartements-a-louer?page=9","APPARTEMENT AUX ALMADIES
2 chambre
Almadies,
Dakar

mardi, 16:43

325 000 F Cfa

773752863

771059344","https://www.expat-dakar.com/annonce/appartement-aux-almadies-5998259","APPARTEMENT AUX ALMADIES","2","2","Nous mettons en location un appartement aux Almadies derrière Philippe Morris dans la zone de Recasement composé de 2 chambres salon cuisine placards espace familiale 1 salle de bain toilette visiteur balcon gardiennage au Premier étage à 325.000 FCFA","Almadies","Dakar","325 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/62d347bdb2868bcd3a7e464301b3613a/-/horizon-files-prod/ed/picture/qj4rd5jr/11dde7e3bcd7d1f1e21b228682f7f6c7f66a8df0.jpg"
"1707688415-15","https://www.expat-dakar.com/appartements-a-louer?page=9","Bel appartement a la Cite keur Gorgui
3 chambre
Cité keur gorgui,
Dakar

mardi, 18:26

500 000 F Cfa

766343415

776108934","https://www.expat-dakar.com/annonce/bel-appartement-a-la-cite-keur-gorgui-5632573","Bel appartement a la Cite keur Gorgui","3","","Appartement de 3chambres salon buanderie a la keur gorgui au 6eme étage avec ascenseur parking et sous-sol éspace familial toilettes extérieure 500mil par mois","Cité keur gorgui","Dakar","500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6043fb7fe189413ee4305c070c5bc3bb/-/horizon-files-prod/ed/picture/qq4dqp84/1cdb5dfbc28ae84810a2e5e8d876eacceb0a81d2.jpg"
"1707688418-16","https://www.expat-dakar.com/appartements-a-louer?page=9","APPARTEMENT NGOR ALMADIES
2 chambre
Almadies,
Dakar

mardi, 22:03

310 000 F Cfa

773752863

771059344","https://www.expat-dakar.com/annonce/appartement-ngor-almadies-5998424","APPARTEMENT NGOR ALMADIES","2","2","","Almadies","Dakar","310 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/640f5644621325704666768c7502a8d4/-/horizon-files-prod/ed/picture/qv4e09zv/2597ee874305730541763c442c8110810ac0cfe8.jpg"
"1707688420-17","https://www.expat-dakar.com/appartements-a-louer?page=9","Appartement f4 à louer à liberté 6 extension
3 chambre
Liberte 6 extension,
Dakar

mardi, 22:09

475 000 F Cfa

770996006

776396633

776381774","https://www.expat-dakar.com/annonce/appartement-f4-a-louer-a-liberte-6-extension-5998291","Appartement f4 à louer à liberté 6 extension","3","3","","Liberte 6 extension","Dakar","475 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c30e6e5876ba4488b38a0541e33585b9/-/horizon-files-prod/ed/picture/q0gwx8wx/859ef02c469e0b6b0581fdc6419c7cf2ea940aad.jpg"
"1707688423-18","https://www.expat-dakar.com/appartements-a-louer?page=9","Mamelles / cité touba renaissance

Mamelles,
Dakar

mercredi, 11:13

400 000 F Cfa

771810202","https://www.expat-dakar.com/annonce/mamelles-cite-touba-renaissance-5925209","Mamelles / cité touba renaissance","","2","","Mamelles","Dakar","400 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/59a56b6ae46c18e0aedd1b2ca7e97b0f/-/horizon-files-prod/ed/picture/q4480789/d1bc3cab978cd2c0a02d60cd02eab82b50267cc4.jpg"
"1707688425-19","https://www.expat-dakar.com/appartements-a-louer?page=9","Appartement F5 à louer au virage
4 chambre
Virage,
Dakar

mercredi, 11:40

1 550 000 F Cfa

776454715

776454715

778145360","https://www.expat-dakar.com/annonce/appartement-f5-a-louer-au-virage-5998831","Appartement F5 à louer au virage","4","4","","Virage","Dakar","1 550 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5ddf96cee57f8e77e69325f274593a56/-/horizon-files-prod/ed/picture/q4482608/8ece2670426e366462db8e9a723b20f458862206.jpg"
"1707688428-20","https://www.expat-dakar.com/appartements-a-louer?page=9","Appartement à louer au Point E
2 chambre
Point-e,
Dakar

mercredi, 12:17

500 000 F Cfa

774823430

776548731

774836846","https://www.expat-dakar.com/annonce/appartement-a-louer-au-point-e-5998881","Appartement à louer au Point E","2","2","","Point-e","Dakar","500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ee438b388536d95d9ada941ab8ee1d82/-/horizon-files-prod/ed/picture/qj4rdxxz/93ad725b697b4a5297807024d213b36fce5864f2.jpg"
"1707688430-21","https://www.expat-dakar.com/appartements-a-louer?page=9","Liberté 6 derrière campénale
3 chambre200 m²
Liberte 6,
Dakar

mercredi, 12:22

Vendeur vérifié

475 000 F Cfa

781156032","https://www.expat-dakar.com/annonce/liberte-6-derriere-campenale-5998896","Liberté 6 derrière campénale","3","4","","Liberte 6","Dakar","475 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bf0f017de010cc461807823895ab81f5/-/horizon-files-prod/ed/picture/q8v529gz/a84f543d9cf99fc4073cc13e2e3ee4afb3d2c2c8.jpg"
"1707688435-22","https://www.expat-dakar.com/appartements-a-louer?page=8","Quatre chambres à louer aux almadies
4 chambre300 m²
Almadies,
Dakar

mercredi, 12:24

1 100 000 F Cfa

772506673

767277483

772506673","https://www.expat-dakar.com/annonce/quatre-chambres-a-louer-aux-almadies-5998883","Quatre chambres à louer aux almadies","4","4","","Almadies","Dakar","1 100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fe98b2ac2130d77211d2169fde903e3a/-/horizon-files-prod/ed/picture/q2jq2wwd/525348d3ac52385c821091580ac44c34866e3dae.jpg"
"1707688438-23","https://www.expat-dakar.com/appartements-a-louer?page=8","Duplex a louer dans une résidence à ngor
4 chambre125 m²
Ngor,
Dakar

mercredi, 12:25

700 000 F Cfa

774823430

776548731

774836846","https://www.expat-dakar.com/annonce/duplex-a-louer-dans-une-residence-a-ngor-5998898","Duplex a louer dans une résidence à ngor","4","4","","Ngor","Dakar","700 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/478876fd92e0352e669affa84dacc34a/-/horizon-files-prod/ed/picture/qrzvkj78/8574b3b413a5ef4f4152b4c340cae10960ebb751.jpg"
"1707688440-24","https://www.expat-dakar.com/appartements-a-louer?page=8","Appartement vue sur mer à louer aux Almadies
3 chambre
Almadies,
Dakar

mercredi, 13:29

1 500 000 F Cfa

774449704

763484712","https://www.expat-dakar.com/annonce/appartement-vue-sur-mer-a-louer-aux-almadies-5998976","Appartement vue sur mer à louer aux Almadies","3","","","Almadies","Dakar","1 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/17283c4f88ec836019e8dbea01afe248/-/horizon-files-prod/ed/picture/qrzvkj4x/b1448a2f8293d9a5c39d42e185aa2562a376a0c5.jpg"
"1707688443-25","https://www.expat-dakar.com/appartements-a-louer?page=8","Appartement f4 avec jardin à louer aux Almadies
3 chambre
Almadies,
Dakar

mercredi, 13:34

1 500 000 F Cfa

774449704

763484712","https://www.expat-dakar.com/annonce/appartement-f4-avec-jardin-a-louer-aux-almadies-5998985","Appartement f4 avec jardin à louer aux Almadies","3","","","Almadies","Dakar","1 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1a57297ffad6185309fa32135b843f07/-/horizon-files-prod/ed/picture/q56x2z2x/5bcd3dbe3b135f806e00036b0dc4505defa4ef96.jpg"
"1707688446-26","https://www.expat-dakar.com/appartements-a-louer?page=8","Appartement haut standing
4 chambre
Almadies,
Dakar

mercredi, 14:47

1 800 000 F Cfa

783051414","https://www.expat-dakar.com/annonce/appartement-haut-standing-5999061","Appartement haut standing","4","4","Il est composé de 4 chambres avec placards et salle de bain, 1 spacieux et lumineux salon/salle à manger, 1 cuisine entièrement équipée, 1 buanderie, 1 wc visiteur.","Almadies","Dakar","1 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9e02e3182c7575601893b30a07ac4e41/-/horizon-files-prod/ed/picture/q2jq2wx2/466ababb4010c19dbfb09803ad908a65da355af7.png"
"1707688449-27","https://www.expat-dakar.com/appartements-a-louer?page=8","APPARTEMENT F3 À FANN MERMOZ
2 chambre
Fann,
Dakar

mercredi, 14:54

Vendeur vérifié

650 000 F Cfa

772293834

769023031","https://www.expat-dakar.com/annonce/appartement-f3-a-fann-mermoz-5999059","APPARTEMENT F3 À FANN MERMOZ","2","3","","Fann","Dakar","650 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/74789d813c2d6983dfcd2e419f16edd5/-/horizon-files-prod/ed/picture/qj4rdx0w/332ac0459caa529f237bdf89c800a09bcf8bc21a.jpg"
"1707688451-28","https://www.expat-dakar.com/appartements-a-louer?page=8","APPARTEMENT A LOUER A FANN
3 chambre
Fann,
Dakar

mercredi, 15:44

1 400 000 F Cfa

775754598

774493864

338228342","https://www.expat-dakar.com/annonce/appartement-a-louer-a-fann-5999098","APPARTEMENT A LOUER A FANN","3","4","","Fann","Dakar","1 400 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ad7368feff0dea473d1b371a7324753b/-/horizon-files-prod/ed/picture/qrzvkj9n/e5bd71ead62c10fcaa21a0db1e701beef24e66cf.jpg"
"1707688454-29","https://www.expat-dakar.com/appartements-a-louer?page=8","APPARTEMENT F4 AU VIRAGE
3 chambre
Virage,
Dakar

mercredi, 21:59

330 000 F Cfa

773752863

771059344","https://www.expat-dakar.com/annonce/appartement-f4-au-virage-5999315","APPARTEMENT F4 AU VIRAGE","3","4","","Virage","Dakar","330 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6bb263b8e4c586bbc2bf2ece578c4e42/-/horizon-files-prod/ed/picture/qj4rdzpr/fb24ae64dac08e91f1c107bfbd4df254d72bc183.jpg"
"1707688459-30","https://www.expat-dakar.com/appartements-a-louer?page=8","Joli duplex F4 vue mer aux Almadies
3 chambre200 m²
Almadies,
Dakar

mercredi, 23:18

1 500 000 F Cfa

772251409

760121325","https://www.expat-dakar.com/annonce/joli-duplex-f4-vue-mer-aux-almadies-4495041","Joli duplex F4 vue mer aux Almadies","3","4","","Almadies","Dakar","1 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9411622b65ca1ba477ae8cb0bd4f2824/-/horizon-files-prod/ed/picture/q5edx96/7f26c92f406041078f816843d201e7db61d39d66.jpg"
"1707688463-31","https://www.expat-dakar.com/appartements-a-louer?page=8","Appart F4 haut standing aux Mamelles
3 chambre157 m²
Mamelles,
Dakar

mercredi, 23:18

1 200 000 F Cfa

772251409

760121325","https://www.expat-dakar.com/annonce/appart-f4-haut-standing-aux-mamelles-5954107","Appart F4 haut standing aux Mamelles","3","5","","Mamelles","Dakar","1 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1eeea1abad57daf8496a11cddf77ceaf/-/horizon-files-prod/ed/picture/qq4767jz/4071fd3582f347f8aab205879318e1a05669c9e3.jpg"
"1707688468-32","https://www.expat-dakar.com/appartements-a-louer?page=7","Appartement F4 aux Almadies
3 chambre200 m²
Almadies,
Dakar

mercredi, 23:18

1 550 000 F Cfa

772251409

760121325","https://www.expat-dakar.com/annonce/appartement-f4-aux-almadies-5935049","Appartement F4 aux Almadies","3","3","","Almadies","Dakar","1 550 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/87db64b8d4a88f608ddeec50dc3cfd68/-/horizon-files-prod/ed/picture/qngx0j2r/d096cd4b729ceeaf0e39586e876b2aed28f9e69d.jpg"
"1707688470-33","https://www.expat-dakar.com/appartements-a-louer?page=7","Spart grand standing a Mermoz
3 chambre200 m²
Mermoz,
Dakar

mercredi, 23:43

1 800 000 F Cfa

772251409

760121325","https://www.expat-dakar.com/annonce/spart-grand-standing-a-mermoz-5977825","Spart grand standing a Mermoz","3","3","","Mermoz","Dakar","1 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ae619a9f54862803804e7bcecaa0b918/-/horizon-files-prod/ed/picture/q0gwz9e8/8d3decf019a1f2880a68459b516bd046af4bc161.jpg"
